Row,CNCF,GZSD,CARP,FWDM,SMBF,ERSN,BLGL,WTBS,BKCP,Growth
CNCF,-6.41874554957474e-14,0.28015644607971,0,0.095112159081796,0,0.302287670469094,4.99097469406336e-14,-0.0248261669026855,0.124397897252161,-0.46379345433917
GZSD,-0.22698088026529,-0.14045956821524,-0.00942706992544867,-0.220471167064556,-0.273428888514145,-2.50680050526909e-13,-0.395031976941594,-0.294015248407475,-6.17776851736635e-13,0.898298701994123
CARP,0,-0.278306197846957,-4.52593592230443e-14,-3.87575826729457e-14,-0.624857197705271,-0.147159517850585,-0.215822066022172,-2.5380824931127e-14,-6.66919715515489e-14,0.673865121680247
FWDM,-0.114363678146373,5.26622275912536e-13,0.214045028635281,-0.425645110943918,3.62974719808514e-13,2.65938354958554e-13,0.706662197993507,-5.07428355569889e-14,-1.56638406841959e-13,-1.09993242366131e-13
SMBF,0,-0.0619546722285028,-2.70152643399414e-14,-2.96241282950715e-14,-8.3804954424124e-14,-0.369522020500811,-5.81667207524553e-14,0,-9.32420556647773e-14,0.208915386926116
ERSN,-0.893946435743944,-2.57368757667916e-14,-0.964536169401642,-9.7561796820196e-14,-7.76952351835218e-13,-0.603538061851184,-1.39301894379343,-1.20990751501383,-5.15868502406695e-14,2.92982831423507
BLGL,-2.2790617023335,-1.33663382505974e-14,-2.75249045008129e-14,-4.43898383155494,-0.790152535507137,-5.99899146526502e-14,-1.82937591149481,-3.73071628695893,-0.802532393203445,7.73614941063921
WTBS,-0.0529874123062071,1.88219695033322e-14,1.66636975863753e-14,0.234714876392055,0,0.495126336638489,0.855841472109736,-1.32939895881799e-13,1.3088894446523e-13,-0.61599217335473
BKCP,-0.835892964553206,1.51559244239842,2.83375601154091e-14,-4.12083189678202,2.81707637760331,7.13431942331159e-14,2.1965219685261,-5.10701632716016e-15,-0.61280097736265,-1.15513506289301e-14
